tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
XLOC_024477	-	-	XLOC_024477	AP1S1	TSS30379	chr7:101154404-101161276	-
XLOC_024478	-	-	XLOC_024478	MIR4653	TSS30380	chr7:101154404-101161276	-
XLOC_024479	-	-	XLOC_024479	ZNHIT1	TSS30381	chr7:101205976-101224190	-
XLOC_024480	-	-	XLOC_024480	LOC101927746	TSS30382	chr7:101308339-101321823	-
XLOC_024481	-	-	XLOC_024481	COL26A1	TSS30383	chr7:101362819-101559024	-
XLOC_024482	-	-	XLOC_024482	CUX1	TSS30384,TSS30385,TSS30386	chr7:101815903-102283958	-
XLOC_024483	-	-	XLOC_024483	SH2B2	TSS30387	chr7:102285061-102321711	-
XLOC_024484	-	-	XLOC_024484	MIR4285	TSS30388	chr7:102285061-102321711	-
XLOC_024485	-	-	XLOC_024485	LOC100289561,LOC100630923,PRKRIP1	TSS30389,TSS30390	chr7:102363860-102426682	-
XLOC_024486	-	-	XLOC_024486	ORAI2	TSS30391	chr7:102433529-102464874	-
XLOC_024487	-	-	XLOC_024487	LRWD1,MIR5090	TSS30392,TSS30393	chr7:102464882-102478934	-
XLOC_024488	-	-	XLOC_024488	MIR4467	TSS30394	chr7:102464882-102478934	-
XLOC_024489	-	-	XLOC_024489	SPDYE2	TSS30395	chr7:102537918-102572621	-
XLOC_024490	-	-	XLOC_024490	SPDYE2	TSS30396	chr7:102636747-102671729	-
XLOC_024491	-	-	XLOC_024491	FAM185A	TSS30397	chr7:102748951-102809225	-
XLOC_024492	-	-	XLOC_024492	LRRC17	TSS30398	chr7:102812860-103074841	-
XLOC_024493	-	-	XLOC_024493	NFE4	TSS30399	chr7:102812860-103074841	-
XLOC_024494	-	-	XLOC_024494	ARMC10	TSS30400	chr7:103074880-103149122	-
XLOC_024495	-	-	XLOC_024495	PMPCB	TSS30401	chr7:103297425-103344873	-
XLOC_024496	-	-	XLOC_024496	PSMC2	TSS30402	chr7:103347523-103989516	-
XLOC_024497	-	-	XLOC_024497	LOC101927870	TSS30403	chr7:103347523-103989516	-
XLOC_024498	-	-	XLOC_024498	LHFPL3	TSS30404	chr7:104328655-104926645	-
XLOC_024499	-	-	XLOC_024499	KMT2E	TSS30405	chr7:105014189-105114085	-
XLOC_024500	-	-	XLOC_024500	RINT1	TSS30406	chr7:105532084-105581529	-
XLOC_024501	-	-	XLOC_024501	CDHR3	TSS30407	chr7:105963210-106036431	-
XLOC_024502	-	-	XLOC_024502	PIK3CG	TSS30408,TSS30409	chr7:106865277-106908978	-
XLOC_024503	-	-	XLOC_024503	PRKAR2B	TSS30410	chr7:107044732-107161811	-
XLOC_024504	-	-	XLOC_024504	HBP1	TSS30411	chr7:107168960-107578523	-
XLOC_024505	-	-	XLOC_024505	GPR22	TSS30412	chr7:107168960-107578523	-
XLOC_024506	-	-	XLOC_024506	DUS4L	TSS30413	chr7:107168960-107578523	-
XLOC_024507	-	-	XLOC_024507	BCAP29	TSS30414,TSS30415	chr7:107579976-107623317	-
XLOC_024508	-	-	XLOC_024508	SLC26A4	TSS30416	chr7:107656515-107717807	-
XLOC_024509	-	-	XLOC_024509	CBLL1	TSS30417	chr7:107743696-107761667	-
XLOC_024510	-	-	XLOC_024510	DLD	TSS30418	chr7:107891106-107921198	-
XLOC_024511	-	-	XLOC_024511	DNAJB9	TSS30419	chr7:108562143-108574850	-
XLOC_024512	-	-	XLOC_024512	LRRN3	TSS30420	chr7:110663049-111562517	-
XLOC_024513	-	-	XLOC_024513	DOCK4-AS1	TSS30421	chr7:111726107-112206407	-
XLOC_024514	-	-	XLOC_024514	ZNF277	TSS30422	chr7:112206587-112343934	-
XLOC_024515	-	-	XLOC_024515	IFRD1	TSS30423,TSS30424,TSS30425	chr7:112423143-112477203	-
XLOC_024516	-	-	XLOC_024516	LSMEM1	TSS30426,TSS30427	chr7:112480852-112490888	-
XLOC_024517	-	-	XLOC_024517	LOC100996249	TSS30428	chr7:112618064-112620649	-
XLOC_024518	-	-	XLOC_024518	LOC101928012	TSS30429	chr7:112622380-112708067	-
XLOC_024519	-	-	XLOC_024519	FOXP2	TSS30430,TSS30431,TSS30432	chr7:114086309-114693772	-
XLOC_024520	-	-	XLOC_024520	MIR3666	TSS30433	chr7:114086309-114693772	-
XLOC_024521	-	-	XLOC_024521	MDFIC	TSS30434	chr7:114922153-115019916	-
XLOC_024522	-	-	XLOC_024522	LINC01393	TSS30435	chr7:115078957-115231355	-
XLOC_024523	-	-	XLOC_024523	TES	TSS30436,TSS30437	chr7:116210492-116258783	-
XLOC_024524	-	-	XLOC_024524	CAV2	TSS30438,TSS30439	chr7:116499600-116508541	-
XLOC_024525	-	-	XLOC_024525	CAV1	TSS30440,TSS30441,TSS30442	chr7:116524784-116561185	-
XLOC_024526	-	-	XLOC_024526	MET	TSS30443	chr7:116672404-116798386	-
XLOC_024527	-	-	XLOC_024527	CAPZA2	TSS30444	chr7:116862508-116919259	-
XLOC_024528	-	-	XLOC_024528	ST7,ST7-OT3	TSS30445,TSS30446	chr7:116952446-117230021	-
XLOC_024529	-	-	XLOC_024529	ST7-OT4	TSS30447	chr7:116952446-117230021	-
XLOC_024530	-	-	XLOC_024530	MIR6132	TSS30448	chr7:116952446-117230021	-
XLOC_024531	-	-	XLOC_024531	CFTR	TSS30449	chr7:117479962-117668664	-
XLOC_024532	-	-	XLOC_024532	LSM8	TSS30450	chr7:118184031-118204039	-
XLOC_024533	-	-	XLOC_024533	ANKRD7	TSS30451	chr7:118224657-118242730	-
XLOC_024534	-	-	XLOC_024534	KCND2	TSS30452	chr7:120273667-120750333	-
XLOC_024535	-	-	XLOC_024535	ING3	TSS30453	chr7:120950762-120975657	-
XLOC_024536	-	-	XLOC_024536	CPED1	TSS30454,TSS30455	chr7:120988696-121297444	-
XLOC_024537	-	-	XLOC_024537	WNT16	TSS30456,TSS30457	chr7:121325366-121341104	-
XLOC_024538	-	-	XLOC_024538	PTPRZ1	TSS30458	chr7:121873104-122062036	-
XLOC_024539	-	-	XLOC_024539	FEZF1-AS1	TSS30459	chr7:122301308-122310077	-
XLOC_024540	-	-	XLOC_024540	ASB15	TSS30460,TSS30461	chr7:123601866-123637880	-
XLOC_024541	-	-	XLOC_024541	LMOD2	TSS30462	chr7:123655806-123664093	-
XLOC_024542	-	-	XLOC_024542	HYALP1	TSS30463	chr7:123814138-123819430	-
XLOC_024543	-	-	XLOC_024543	HYAL4	TSS30464	chr7:123845168-123877477	-
XLOC_024544	-	-	XLOC_024544	SPAM1	TSS30465,TSS30466	chr7:123925231-123971407	-
XLOC_024545	-	-	XLOC_024545	LOC105375483	TSS30467	chr7:123994621-124027646	-
XLOC_024546	-	-	XLOC_024546	POT1-AS1	TSS30468	chr7:124822385-125145233	-
XLOC_024547	-	-	XLOC_024547	LOC101928283	TSS30469	chr7:125184568-125379321	-
XLOC_024548	-	-	XLOC_024548	LOC101928333	TSS30470	chr7:126438597-127252374	-
XLOC_024549	-	-	XLOC_024549	LOC100506682	TSS30471	chr7:127476882-127485804	-
XLOC_024550	-	-	XLOC_024550	ARF5	TSS30472	chr7:127588351-127591705	-
XLOC_024551	-	-	XLOC_024551	FSCN3	TSS30473	chr7:127593634-127601797	-
XLOC_024552	-	-	XLOC_024552	SND1	TSS30474	chr7:127652147-128092607	-
XLOC_024553	-	-	XLOC_024553	SND1-IT1	TSS30475	chr7:127652147-128092607	-
XLOC_024554	-	-	XLOC_024554	MIR593	TSS30476	chr7:127652147-128092607	-
XLOC_024555	-	-	XLOC_024555	MIR129-1	TSS30477	chr7:128207871-128207943	-
XLOC_024556	-	-	XLOC_024556	LEP	TSS30478	chr7:128241277-128257629	-
XLOC_024557	-	-	XLOC_024557	HILPDA	TSS30479	chr7:128455829-128458418	-
XLOC_024558	-	-	XLOC_024558	METTL2B	TSS30480	chr7:128476728-128502924	-
XLOC_024559	-	-	XLOC_024559	LINC01000	TSS30481	chr7:128641240-128660998	-
XLOC_024560	-	-	XLOC_024560	FAM71F2	TSS30482	chr7:128672265-128687872	-
XLOC_024561	-	-	XLOC_024561	FAM71F1	TSS30483,TSS30484	chr7:128709060-128731743	-
XLOC_024562	-	-	XLOC_024562	CALU	TSS30485	chr7:128739291-128775790	-
XLOC_024563	-	-	XLOC_024563	CCDC136	TSS30486,TSS30487	chr7:128791409-128822133	-
XLOC_024564	-	-	XLOC_024564	FLNC	TSS30488	chr7:128830428-128859274	-
XLOC_024565	-	-	XLOC_024565	ATP6V1F	TSS30489	chr7:128862802-128865849	-
XLOC_024566	-	-	XLOC_024566	LOC100130705	TSS30490	chr7:128866409-128872047	-
XLOC_024567	-	-	XLOC_024567	IRF5	TSS30491,TSS30492,TSS30493	chr7:128937936-128950042	-
XLOC_024568	-	-	XLOC_024568	TPI1P2	TSS30494	chr7:129055222-129057239	-
XLOC_024569	-	-	XLOC_024569	LOC407835	TSS30495	chr7:129126270-129127996	-
XLOC_024570	-	-	XLOC_024570	TSPAN33	TSS30496	chr7:129144715-129169694	-
XLOC_024571	-	-	XLOC_024571	SMO	TSS30497	chr7:129188871-129213544	-
XLOC_024572	-	-	XLOC_024572	AHCYL2	TSS30498,TSS30499,TSS30500	chr7:129225013-129430211	-
XLOC_024573	-	-	XLOC_024573	STRIP2	TSS30501	chr7:129434432-129488398	-
XLOC_024574	-	-	XLOC_024574	SMKR1	TSS30502	chr7:129502478-129512932	-
XLOC_024575	-	-	XLOC_024575	NRF1	TSS30503,TSS30504	chr7:129611701-129757082	-
XLOC_024576	-	-	XLOC_024576	KLHDC10	TSS30505	chr7:130070508-130135720	-
XLOC_024577	-	-	XLOC_024577	SSMEM1	TSS30506	chr7:130207863-130216844	-
XLOC_024578	-	-	XLOC_024578	CPA2	TSS30507	chr7:130266862-130289797	-
XLOC_024579	-	-	XLOC_024579	CPA4	TSS30508	chr7:130293133-130324180	-
XLOC_024580	-	-	XLOC_024580	CPA5	TSS30509	chr7:130344789-130368730	-
XLOC_024581	-	-	XLOC_024581	CPA1	TSS30510	chr7:130380370-130388108	-
XLOC_024582	-	-	XLOC_024582	MEST	TSS30511,TSS30512,TSS30513,TSS30514	chr7:130486174-130687432	-
XLOC_024583	-	-	XLOC_024583	MIR335	TSS30515	chr7:130486174-130687432	-
XLOC_024584	-	-	XLOC_024584	COPG2IT1	TSS30516	chr7:130486174-130687432	-
XLOC_024585	-	-	XLOC_024585	LOC100506860	TSS30517	chr7:130913463-130921946	-
XLOC_024586	-	-	XLOC_024586	MKLN1	TSS30518,TSS30519	chr7:131110095-131496639	-
XLOC_024587	-	-	XLOC_024587	LOC101928782	TSS30520	chr7:131910219-131948953	-
XLOC_024588	-	-	XLOC_024588	FLJ40288	TSS30521	chr7:132648793-132728769	-
XLOC_024589	-	-	XLOC_024589	LOC100506937	TSS30522	chr7:132758969-132760632	-
XLOC_024590	-	-	XLOC_024590	EXOC4	TSS30523	chr7:133253066-134065760	-
XLOC_024591	-	-	XLOC_024591	MIR6133	TSS30524	chr7:133253066-134065760	-
XLOC_024592	-	-	XLOC_024592	LRGUK	TSS30525	chr7:134127351-134264181	-
XLOC_024593	-	-	XLOC_024593	AKR1B10	TSS30526	chr7:134527591-134541414	-
XLOC_024594	-	-	XLOC_024594	AKR1B15	TSS30527	chr7:134549096-134579840	-
XLOC_024595	-	-	XLOC_024595	BPGM	TSS30528	chr7:134646778-134679815	-
XLOC_024596	-	-	XLOC_024596	CALD1	TSS30529,TSS30530	chr7:134779412-134970729	-
XLOC_024597	-	-	XLOC_024597	AGBL3	TSS30531	chr7:134986507-135170826	-
XLOC_024598	-	-	XLOC_024598	TMEM140	TSS30532	chr7:134986507-135170826	-
XLOC_024599	-	-	XLOC_024599	STRA8	TSS30533	chr7:135231978-135258492	-
XLOC_024600	-	-	XLOC_024600	NUP205	TSS30534	chr7:135557913-135648751	-
XLOC_024601	-	-	XLOC_024601	C7orf73	TSS30535	chr7:135662472-135676412	-
XLOC_024602	-	-	XLOC_024602	CHRM2	TSS30536,TSS30537,TSS30538	chr7:136868651-137164341	-
XLOC_024603	-	-	XLOC_024603	MIR490	TSS30539	chr7:136868651-137164341	-
XLOC_024604	-	-	XLOC_024604	LOC100130880	TSS30540	chr7:137874978-138002101	-
XLOC_024605	-	-	XLOC_024605	AKR1D1	TSS30541	chr7:138076431-138118304	-
XLOC_024606	-	-	XLOC_024606	MIR4468	TSS30542	chr7:138123757-138123821	-
XLOC_024607	-	-	XLOC_024607	TRIM24	TSS30543	chr7:138460333-138585587	-
XLOC_024608	-	-	XLOC_024608	TMEM213	TSS30544	chr7:138706293-138806026	-
XLOC_024609	-	-	XLOC_024609	TTC26	TSS30545	chr7:139133743-139191986	-
XLOC_024610	-	-	XLOC_024610	UBN2	TSS30546	chr7:139231484-139308236	-
XLOC_024611	-	-	XLOC_024611	C7orf55,C7orf55-LUC7L2,LUC7L2	TSS30547,TSS30548,TSS30549	chr7:139340358-139427526	-
XLOC_024612	-	-	XLOC_024612	CLEC2L	TSS30550	chr7:139523927-139544985	-
XLOC_024613	-	-	XLOC_024613	TBXAS1	TSS30551,TSS30552	chr7:139778247-140020325	-
XLOC_024614	-	-	XLOC_024614	JHDM1D-AS1	TSS30553	chr7:140177260-140179640	-
XLOC_024615	-	-	XLOC_024615	RAB19	TSS30554	chr7:140404042-140426250	-
XLOC_024616	-	-	XLOC_024616	ADCK2	TSS30555	chr7:140673152-140695108	-
XLOC_024617	-	-	XLOC_024617	NDUFB2	TSS30556	chr7:140695335-140706646	-
XLOC_024618	-	-	XLOC_024618	TMEM178B	TSS30557	chr7:141074231-141480379	-
XLOC_024619	-	-	XLOC_024619	AGK	TSS30558	chr7:141551277-141654409	-
XLOC_024620	-	-	XLOC_024620	WEE2	TSS30559	chr7:141704337-141738230	-
XLOC_024621	-	-	XLOC_024621	SSBP1	TSS30560,TSS30561	chr7:141738320-141750488	-
XLOC_024622	-	-	XLOC_024622	TAS2R3	TSS30562	chr7:141764096-141765197	-
XLOC_024623	-	-	XLOC_024623	TAS2R4	TSS30563	chr7:141778488-141779388	-
XLOC_024624	-	-	XLOC_024624	TAS2R5	TSS30564	chr7:141790216-141791366	-
XLOC_024625	-	-	XLOC_024625	OR9A4	TSS30565	chr7:141918875-141919820	-
XLOC_024626	-	-	XLOC_024626	MGAM	TSS30566	chr7:141995878-142106747	-
XLOC_024627	-	-	XLOC_024627	MGAM2	TSS30567	chr7:142111748-142222324	-
XLOC_024628	-	-	XLOC_024628	MTRNR2L6	TSS30568	chr7:142666298-142667693	-
XLOC_024629	-	-	XLOC_024629	PRSS1	TSS30569	chr7:142749467-142753076	-
XLOC_024630	-	-	XLOC_024630	PRSS2	TSS30570	chr7:142770942-142774564	-
XLOC_024631	-	-	XLOC_024631	EPHB6	TSS30571,TSS30572,TSS30573	chr7:142855013-142871093	-
XLOC_024632	-	-	XLOC_024632	C7orf34	TSS30574	chr7:142939505-142940870	-
XLOC_024633	-	-	XLOC_024633	OR6V1	TSS30575	chr7:143052340-143053282	-
XLOC_024634	-	-	XLOC_024634	PIP	TSS30576	chr7:143132080-143139741	-
XLOC_024635	-	-	XLOC_024635	TAS2R39	TSS30577	chr7:143183418-143184435	-
XLOC_024636	-	-	XLOC_024636	TAS2R40	TSS30578	chr7:143222078-143223050	-
XLOC_024637	-	-	XLOC_024637	GSTK1	TSS30579	chr7:143255298-143288049	-
XLOC_024638	-	-	XLOC_024638	TMEM139	TSS30580	chr7:143255298-143288049	-
XLOC_024639	-	-	XLOC_024639	CASP2	TSS30581,TSS30582	chr7:143288214-143307696	-
XLOC_024640	-	-	XLOC_024640	CLCN1	TSS30583	chr7:143316125-143352004	-
XLOC_024641	-	-	XLOC_024641	ZYX	TSS30584	chr7:143381266-143391111	-
XLOC_024642	-	-	XLOC_024642	MIR6892	TSS30585	chr7:143381266-143391111	-
XLOC_024643	-	-	XLOC_024643	EPHA1-AS1	TSS30586	chr7:143391111-143523447	-
XLOC_024644	-	-	XLOC_024644	TAS2R60	TSS30587	chr7:143391111-143523447	-
XLOC_024645	-	-	XLOC_024645	TAS2R41	TSS30588	chr7:143391111-143523447	-
XLOC_024646	-	-	XLOC_024646	CTAGE15	TSS30589	chr7:143571800-143574387	-
XLOC_024647	-	-	XLOC_024647	TCAF2	TSS30590,TSS30591,TSS30592	chr7:143620951-143730080	-
XLOC_024648	-	-	XLOC_024648	TCAF2P1	TSS30593	chr7:143809989-143836717	-
XLOC_024649	-	-	XLOC_024649	OR2F2	TSS30594	chr7:143935232-143936186	-
XLOC_024650	-	-	XLOC_024650	OR2F1	TSS30595	chr7:143959926-143961015	-
XLOC_024651	-	-	XLOC_024651	OR6B1	TSS30596	chr7:144003996-144004932	-
XLOC_024652	-	-	XLOC_024652	OR2A5	TSS30597	chr7:144050401-144051337	-
XLOC_024653	-	-	XLOC_024653	OR2A25	TSS30598	chr7:144074219-144075152	-
XLOC_024654	-	-	XLOC_024654	OR2A12	TSS30599	chr7:144095107-144096040	-
XLOC_024655	-	-	XLOC_024655	OR2A2	TSS30600	chr7:144109582-144110539	-
XLOC_024656	-	-	XLOC_024656	OR2A14	TSS30601	chr7:144129112-144130045	-
XLOC_024657	-	-	XLOC_024657	CTAGE8	TSS30602,TSS30603	chr7:144182969-144186081	-
XLOC_024658	-	-	XLOC_024658	LOC101928605,OR2A1-AS1,OR2A20P,OR2A9P	TSS30604,TSS30605,TSS30606	chr7:144186082-144380632	-
XLOC_024659	-	-	XLOC_024659	OR2A1	TSS30607	chr7:144186082-144380632	-
XLOC_024660	-	-	XLOC_024660	ARHGEF5	TSS30608	chr7:144186082-144380632	-
XLOC_024661	-	-	XLOC_024661	CNTNAP2	TSS30609	chr7:146116360-148420996	-
XLOC_024662	-	-	XLOC_024662	LOC105375556	TSS30610	chr7:146116360-148420996	-
XLOC_024663	-	-	XLOC_024663	C7orf33	TSS30611	chr7:148590564-148615860	-
XLOC_024664	-	-	XLOC_024664	CUL1	TSS30612	chr7:148698840-148801110	-
XLOC_024665	-	-	XLOC_024665	RNY5	TSS30613	chr7:148941487-148941571	-
XLOC_024666	-	-	XLOC_024666	RNY4	TSS30614	chr7:148963314-148963410	-
XLOC_024667	-	-	XLOC_024667	RNY3	TSS30615	chr7:148983754-148983856	-
XLOC_024668	-	-	XLOC_024668	GHET1	TSS30616	chr7:148987526-148989424	-
XLOC_024669	-	-	XLOC_024669	ZNF398	TSS30617,TSS30618	chr7:149126415-149183026	-
XLOC_024670	-	-	XLOC_024670	ZNF282	TSS30619	chr7:149195461-149226248	-
XLOC_024671	-	-	XLOC_024671	ZNF212	TSS30620	chr7:149239650-149255609	-
XLOC_024672	-	-	XLOC_024672	ZNF783	TSS30621	chr7:149262170-149284994	-
XLOC_024673	-	-	XLOC_024673	LOC155060	TSS30622	chr7:149285280-149297312	-
XLOC_024674	-	-	XLOC_024674	KRBA1	TSS30623	chr7:149715010-149734575	-
XLOC_024675	-	-	XLOC_024675	SSPO	TSS30624	chr7:149776041-149833964	-
XLOC_024676	-	-	XLOC_024676	ZNF862	TSS30625	chr7:149838419-149867479	-
XLOC_024677	-	-	XLOC_024677	ATP6V0E2	TSS30626	chr7:149867693-149880712	-
XLOC_024678	-	-	XLOC_024678	LRRC61	TSS30627	chr7:150247211-150338156	-
XLOC_024679	-	-	XLOC_024679	ZBED6CL	TSS30628	chr7:150247211-150338156	-
XLOC_024680	-	-	XLOC_024680	REPIN1	TSS30629,TSS30630	chr7:150368789-150374044	-
XLOC_024681	-	-	XLOC_024681	ZNF775	TSS30631	chr7:150379316-150398631	-
XLOC_024682	-	-	XLOC_024682	LOC728743	TSS30632	chr7:150405751-150412470	-
XLOC_024683	-	-	XLOC_024683	LINC00996	TSS30633	chr7:150433653-150448140	-
XLOC_024684	-	-	XLOC_024684	GIMAP8	TSS30634	chr7:150450629-150479395	-
XLOC_024685	-	-	XLOC_024685	GIMAP7	TSS30635	chr7:150514856-150521073	-
XLOC_024686	-	-	XLOC_024686	GIMAP4	TSS30636	chr7:150567369-150573953	-
XLOC_024687	-	-	XLOC_024687	GIMAP2	TSS30637	chr7:150685705-150693640	-
XLOC_024688	-	-	XLOC_024688	GIMAP1,GIMAP1-GIMAP5,GIMAP5	TSS30638,TSS30639	chr7:150716556-150743649	-
XLOC_024689	-	-	XLOC_024689	TMEM176A	TSS30640	chr7:150791287-150805120	-
XLOC_024690	-	-	XLOC_024690	AOC1	TSS30641	chr7:150852476-150861291	-
XLOC_024691	-	-	XLOC_024691	NOS3	TSS30642,TSS30643	chr7:150991055-151024499	-
XLOC_024692	-	-	XLOC_024692	ABCB8	TSS30644	chr7:151028421-151047782	-
XLOC_024693	-	-	XLOC_024693	ASIC3	TSS30645	chr7:151048291-151052756	-
XLOC_024694	-	-	XLOC_024694	SLC4A2	TSS30646,TSS30647,TSS30648,TSS30649	chr7:151058211-151076527	-
XLOC_024695	-	-	XLOC_024695	AGAP3	TSS30650,TSS30651,TSS30652	chr7:151085830-151144436	-
XLOC_024696	-	-	XLOC_024696	CHPF2,MIR671	TSS30653,TSS30654	chr7:151232488-151238827	-
XLOC_024697	-	-	XLOC_024697	NUB1	TSS30655	chr7:151341760-151378461	-
XLOC_024698	-	-	XLOC_024698	WDR86-AS1	TSS30656	chr7:151381120-151413354	-
XLOC_024699	-	-	XLOC_024699	PRKAG2-AS1	TSS30657	chr7:151556114-151879223	-
XLOC_024700	-	-	XLOC_024700	GALNTL5	TSS30658	chr7:151956378-152019934	-
XLOC_024701	-	-	XLOC_024701	GALNT11	TSS30659	chr7:152025673-152122347	-
XLOC_024702	-	-	XLOC_024702	FABP5P3	TSS30660	chr7:152436894-152443015	-
XLOC_024703	-	-	XLOC_024703	LINC01003	TSS30661	chr7:152464123-152465546	-
XLOC_024704	-	-	XLOC_024704	ACTR3B	TSS30662	chr7:152759748-152855379	-
XLOC_024705	-	-	XLOC_024705	DPP6	TSS30663,TSS30664,TSS30665	chr7:153887096-154894290	-
XLOC_024706	-	-	XLOC_024706	PAXIP1-AS2	TSS30666	chr7:154928516-155002972	-
XLOC_024707	-	-	XLOC_024707	PAXIP1-AS1	TSS30667	chr7:155003432-155005703	-
XLOC_024708	-	-	XLOC_024708	HTR5A	TSS30668	chr7:155067068-155087392	-
XLOC_024709	-	-	XLOC_024709	INSIG1	TSS30669	chr7:155297775-155310235	-
XLOC_024710	-	-	XLOC_024710	EN2	TSS30670	chr7:155458128-155464831	-
XLOC_024711	-	-	XLOC_024711	RBM33	TSS30671	chr7:155644508-155781485	-
XLOC_024712	-	-	XLOC_024712	LOC389602	TSS30672	chr7:155962631-155966343	-
XLOC_024713	-	-	XLOC_024713	LINC00244	TSS30673	chr7:156472098-156603195	-
XLOC_024714	-	-	XLOC_024714	RNF32	TSS30674,TSS30675,TSS30676	chr7:156640658-156677126	-
XLOC_024715	-	-	XLOC_024715	NOM1	TSS30677	chr7:156949722-156973182	-
XLOC_024716	-	-	XLOC_024716	MNX1-AS1	TSS30678	chr7:157010856-157016424	-
XLOC_024717	-	-	XLOC_024717	UBE3C	TSS30679	chr7:157138960-157269372	-
XLOC_024718	-	-	XLOC_024718	DNAJB6	TSS30680	chr7:157337015-157417439	-
XLOC_024719	-	-	XLOC_024719	LOC101927914	TSS30681	chr7:157466230-157499716	-
XLOC_024720	-	-	XLOC_024720	LOC100506585	TSS30682	chr7:157539051-158587802	-
XLOC_024721	-	-	XLOC_024721	LINC01022,MIR5707	TSS30683,TSS30684	chr7:158590628-158591933	-
XLOC_024722	-	-	XLOC_024722	WDR60	TSS30685	chr7:158856577-158946192	-
XLOC_024723	-	-	XLOC_024723	LINC00689	TSS30686	chr7:159008353-159026238	-
XLOC_024724	-	-	XLOC_024724	LOC102723672	TSS30687	chr7:144444-149438	-
XLOC_024725	-	-	XLOC_024725	PDGFA	TSS30688	chr7:497259-519844	-
XLOC_024726	-	-	XLOC_024726	PRKAR1B	TSS30689,TSS30690,TSS30691,TSS30692,TSS30693	chr7:549196-786479	-
XLOC_024727	-	-	XLOC_024727	ADAP1	TSS30694,TSS30695,TSS30696,TSS30697,TSS30698	chr7:897899-955407	-
XLOC_024728	-	-	XLOC_024728	COX19	TSS30699	chr7:964849-975599	-
XLOC_024729	-	-	XLOC_024729	C7orf50	TSS30700	chr7:996986-1138257	-
XLOC_024730	-	-	XLOC_024730	MIR339	TSS30701	chr7:996986-1138257	-
XLOC_024731	-	-	XLOC_024731	ZFAND2A	TSS30702	chr7:1152906-1160219	-
XLOC_024732	-	-	XLOC_024732	MICALL2	TSS30703	chr7:1434358-1459473	-
XLOC_024733	-	-	XLOC_024733	INTS1	TSS30704	chr7:1470276-1504382	-
XLOC_024734	-	-	XLOC_024734	TMEM184A	TSS30705	chr7:1530731-1556430	-
XLOC_024735	-	-	XLOC_024735	PSMG3	TSS30706	chr7:1567333-1570032	-
XLOC_024736	-	-	XLOC_024736	ELFN1-AS1	TSS30707	chr7:1709161-1747954	-
XLOC_024737	-	-	XLOC_024737	MAD1L1	TSS30708,TSS30709	chr7:1815791-2232948	-
XLOC_024738	-	-	XLOC_024738	MIR4655	TSS30710	chr7:1815791-2232948	-
XLOC_024739	-	-	XLOC_024739	FTSJ2	TSS30711	chr7:2234290-2242198	-
XLOC_024740	-	-	XLOC_024740	SNX8	TSS30712	chr7:2251769-2314475	-
XLOC_024741	-	-	XLOC_024741	MIR6836	TSS30713	chr7:2251769-2314475	-
XLOC_024742	-	-	XLOC_024742	GRIFIN	TSS30714	chr7:2475136-2476383	-
XLOC_024743	-	-	XLOC_024743	BRAT1	TSS30715	chr7:2537809-2555758	-
XLOC_024744	-	-	XLOC_024744	GNA12	TSS30716,TSS30717,TSS30718	chr7:2728105-2844325	-
XLOC_024745	-	-	XLOC_024745	CARD11	TSS30719	chr7:2906075-3043945	-
XLOC_024746	-	-	XLOC_024746	LOC100129603	TSS30720	chr7:3140930-3158573	-
XLOC_024747	-	-	XLOC_024747	MIR4656	TSS30721	chr7:4775630-4794395	-
XLOC_024748	-	-	XLOC_024748	RADIL	TSS30722	chr7:4799108-4883704	-
XLOC_024749	-	-	XLOC_024749	PAPOLB	TSS30723	chr7:4799108-4883704	-
XLOC_024750	-	-	XLOC_024750	MMD2	TSS30724	chr7:4892244-4959213	-
XLOC_024751	-	-	XLOC_024751	ZNF890P	TSS30725	chr7:5121309-5144546	-
XLOC_024752	-	-	XLOC_024752	TNRC18	TSS30726	chr7:5306791-5423546	-
XLOC_024753	-	-	XLOC_024753	FBXL18	TSS30727	chr7:5475796-5513768	-
XLOC_024754	-	-	XLOC_024754	MIR589	TSS30728	chr7:5475796-5513768	-
XLOC_024755	-	-	XLOC_024755	ACTB	TSS30729	chr7:5527147-5530601	-
XLOC_024756	-	-	XLOC_024756	RNF216	TSS30730	chr7:5620040-5781730	-
XLOC_024757	-	-	XLOC_024757	RNF216-IT1	TSS30731	chr7:5620040-5781730	-
XLOC_024758	-	-	XLOC_024758	MIR6874	TSS30732	chr7:5620040-5781730	-
XLOC_024759	-	-	XLOC_024759	RSPH10B	TSS30733	chr7:5926145-5970683	-
XLOC_024760	-	-	XLOC_024760	PMS2	TSS30734	chr7:5973238-6009106	-
XLOC_024761	-	-	XLOC_024761	EIF2AK1	TSS30735	chr7:6009250-6059229	-
XLOC_024762	-	-	XLOC_024762	CYTH3	TSS30736	chr7:6161780-6272611	-
XLOC_024763	-	-	XLOC_024763	FAM220A	TSS30737	chr7:6329408-6348959	-
XLOC_024764	-	-	XLOC_024764	DAGLB	TSS30738	chr7:6409115-6448012	-
XLOC_024765	-	-	XLOC_024765	KDELR2	TSS30739	chr7:6461080-6484218	-
XLOC_024766	-	-	XLOC_024766	GRID2IP	TSS30740	chr7:6496777-6551436	-
